Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-12-24 10:14:00-05:00,689.0599975585938,689.0800170898438,689.0,689.0349731445312,144156,0.0,0.0,0.0
2025-12-24 10:15:00-05:00,689.0349731445312,689.2100219726562,689.010009765625,689.1699829101562,173672,0.0,0.0,0.0
2025-12-24 10:16:00-05:00,689.1699829101562,689.2050170898438,689.14501953125,689.1900024414062,191202,0.0,0.0,0.0
2025-12-24 10:17:00-05:00,689.1856079101562,689.2150268554688,689.1500244140625,689.1849975585938,169486,0.0,0.0,0.0
2025-12-24 10:18:00-05:00,689.1849975585938,689.2000122070312,689.0,689.0449829101562,171466,0.0,0.0,0.0
2025-12-24 10:19:00-05:00,689.0499267578125,689.1173706054688,689.0399780273438,689.0850219726562,76400,0.0,0.0,0.0
2025-12-24 10:20:00-05:00,689.0800170898438,689.114990234375,689.0,689.0549926757812,85380,0.0,0.0,0.0
2025-12-24 10:21:00-05:00,689.0549926757812,689.1599731445312,689.0150146484375,689.0399169921875,101543,0.0,0.0,0.0
2025-12-24 10:22:00-05:00,689.0349731445312,689.0499877929688,688.905029296875,688.9099731445312,140327,0.0,0.0,0.0
2025-12-24 10:23:00-05:00,688.9099731445312,689.010009765625,688.8884887695312,688.9500122070312,85275,0.0,0.0,0.0
2025-12-24 10:24:00-05:00,688.9500122070312,688.9500122070312,688.8200073242188,688.9400024414062,112016,0.0,0.0,0.0
2025-12-24 10:25:00-05:00,688.9400024414062,689.02001953125,688.875,689.010009765625,89130,0.0,0.0,0.0
2025-12-24 10:26:00-05:00,689.010009765625,689.0499877929688,688.969970703125,689.0,118232,0.0,0.0,0.0
2025-12-24 10:27:00-05:00,689.0,689.125,689.0,689.0900268554688,93809,0.0,0.0,0.0
2025-12-24 10:28:00-05:00,689.0999755859375,689.1099853515625,689.030029296875,689.0599975585938,64080,0.0,0.0,0.0
2025-12-24 10:29:00-05:00,689.0599975585938,689.1900024414062,689.02001953125,689.1649780273438,130198,0.0,0.0,0.0
2025-12-24 10:30:00-05:00,689.1599731445312,689.22998046875,689.125,689.1599731445312,206893,0.0,0.0,0.0
2025-12-24 10:31:00-05:00,689.155029296875,689.1849975585938,689.1099853515625,689.1500244140625,119701,0.0,0.0,0.0
2025-12-24 10:32:00-05:00,689.1599731445312,689.1599731445312,689.0125122070312,689.0562133789062,68049,0.0,0.0,0.0
2025-12-24 10:33:00-05:00,689.0599975585938,689.1500854492188,689.0599975585938,689.0750122070312,62103,0.0,0.0,0.0
2025-12-24 10:34:00-05:00,689.0709838867188,689.1300048828125,689.0709838867188,689.0999755859375,59463,0.0,0.0,0.0
2025-12-24 10:35:00-05:00,689.0999755859375,689.1799926757812,689.030029296875,689.0999755859375,153433,0.0,0.0,0.0
2025-12-24 10:36:00-05:00,689.10498046875,689.1500244140625,689.0499877929688,689.0599975585938,65237,0.0,0.0,0.0
2025-12-24 10:37:00-05:00,689.0698852539062,689.1199951171875,689.0449829101562,689.1199951171875,173916,0.0,0.0,0.0
2025-12-24 10:38:00-05:00,689.1199951171875,689.1849975585938,689.1199951171875,689.1699829101562,73877,0.0,0.0,0.0
2025-12-24 10:39:00-05:00,689.1749877929688,689.2000122070312,689.1500244140625,689.1599731445312,48671,0.0,0.0,0.0
2025-12-24 10:40:00-05:00,689.1500244140625,689.1699829101562,689.0999755859375,689.1099853515625,372269,0.0,0.0,0.0
2025-12-24 10:41:00-05:00,689.1099853515625,689.2000122070312,689.10498046875,689.1998901367188,77012,0.0,0.0,0.0
2025-12-24 10:42:00-05:00,689.1909790039062,689.280029296875,689.1636962890625,689.2000122070312,418331,0.0,0.0,0.0
2025-12-24 10:43:00-05:00,689.1950073242188,689.2449951171875,689.1599731445312,689.2000122070312,73637,0.0,0.0,0.0
2025-12-24 10:44:00-05:00,689.1900024414062,689.25,689.1500244140625,689.25,51466,0.0,0.0,0.0
2025-12-24 10:45:00-05:00,689.2249755859375,689.2899780273438,689.2100219726562,689.260009765625,71920,0.0,0.0,0.0
2025-12-24 10:46:00-05:00,689.25,689.280029296875,689.2100219726562,689.2349853515625,84597,0.0,0.0,0.0
2025-12-24 10:47:00-05:00,689.2301025390625,689.260009765625,689.1900024414062,689.2449951171875,73371,0.0,0.0,0.0
2025-12-24 10:48:00-05:00,689.2449951171875,689.2650146484375,689.2014770507812,689.2249755859375,107780,0.0,0.0,0.0
2025-12-24 10:49:00-05:00,689.22998046875,689.2999877929688,689.2244262695312,689.280029296875,62840,0.0,0.0,0.0
2025-12-24 10:50:00-05:00,689.280029296875,689.3300170898438,689.25,689.260009765625,90080,0.0,0.0,0.0
2025-12-24 10:51:00-05:00,689.27001953125,689.3198852539062,689.25,689.2899780273438,90044,0.0,0.0,0.0
2025-12-24 10:52:00-05:00,689.2899780273438,689.3900146484375,689.2849731445312,689.3599853515625,88690,0.0,0.0,0.0
2025-12-24 10:53:00-05:00,689.3687133789062,689.4099731445312,689.3499755859375,689.385009765625,82758,0.0,0.0,0.0
2025-12-24 10:54:00-05:00,689.3800048828125,689.405029296875,689.3400268554688,689.344970703125,61132,0.0,0.0,0.0
2025-12-24 10:55:00-05:00,689.3499755859375,689.4000244140625,689.2999877929688,689.3800048828125,79393,0.0,0.0,0.0
2025-12-24 10:56:00-05:00,689.3800048828125,689.4099731445312,689.344970703125,689.3800048828125,60640,0.0,0.0,0.0
2025-12-24 10:57:00-05:00,689.3800048828125,689.4099731445312,689.3400268554688,689.4000244140625,112388,0.0,0.0,0.0
2025-12-24 10:58:00-05:00,689.405029296875,689.4199829101562,689.385009765625,689.4099731445312,93707,0.0,0.0,0.0
2025-12-24 10:59:00-05:00,689.405029296875,689.489990234375,689.405029296875,689.469970703125,294354,0.0,0.0,0.0
2025-12-24 11:00:00-05:00,689.4650268554688,689.530029296875,689.4500122070312,689.469970703125,182110,0.0,0.0,0.0
2025-12-24 11:01:00-05:00,689.47998046875,689.5,689.4600219726562,689.4749755859375,212537,0.0,0.0,0.0
2025-12-24 11:02:00-05:00,689.4749755859375,689.489990234375,689.4199829101562,689.4500122070312,130176,0.0,0.0,0.0
2025-12-24 11:03:00-05:00,689.4500122070312,689.47998046875,689.3800048828125,689.4144287109375,1430951,0.0,0.0,0.0
2025-12-24 11:04:00-05:00,689.4199829101562,689.469970703125,689.4099731445312,689.4500122070312,50059,0.0,0.0,0.0
2025-12-24 11:05:00-05:00,689.4450073242188,689.4450073242188,689.3699951171875,689.385009765625,66784,0.0,0.0,0.0
2025-12-24 11:06:00-05:00,689.3900146484375,689.530029296875,689.3798828125,689.5250244140625,91786,0.0,0.0,0.0
2025-12-24 11:07:00-05:00,689.52001953125,689.5349731445312,689.47998046875,689.530029296875,87688,0.0,0.0,0.0
2025-12-24 11:08:00-05:00,689.530029296875,689.5999755859375,689.510009765625,689.5700073242188,136833,0.0,0.0,0.0
2025-12-24 11:09:00-05:00,689.5700073242188,689.6599731445312,689.5599975585938,689.5650024414062,95098,0.0,0.0,0.0
2025-12-24 11:10:00-05:00,689.5650024414062,689.6950073242188,689.5650024414062,689.6599731445312,92946,0.0,0.0,0.0
2025-12-24 11:11:00-05:00,689.6599731445312,689.7000122070312,689.6500244140625,689.6701049804688,105832,0.0,0.0,0.0
2025-12-24 11:12:00-05:00,689.6699829101562,689.739990234375,689.6599731445312,689.7249755859375,202422,0.0,0.0,0.0
2025-12-24 11:13:00-05:00,689.719970703125,689.8099975585938,689.7100219726562,689.7899780273438,140109,0.0,0.0,0.0
2025-12-24 11:14:00-05:00,689.7899780273438,689.9039916992188,689.780029296875,689.8900146484375,427854,0.0,0.0,0.0
2025-12-24 11:15:00-05:00,689.89501953125,689.9099731445312,689.7999877929688,689.8298950195312,171426,0.0,0.0,0.0
2025-12-24 11:16:00-05:00,689.8200073242188,689.8399047851562,689.739990234375,689.760009765625,92707,0.0,0.0,0.0
2025-12-24 11:17:00-05:00,689.7598266601562,689.7999877929688,689.6500244140625,689.6900024414062,132754,0.0,0.0,0.0
2025-12-24 11:18:00-05:00,689.6799926757812,689.72998046875,689.6701049804688,689.719970703125,55887,0.0,0.0,0.0
2025-12-24 11:19:00-05:00,689.719970703125,689.8499755859375,689.7131958007812,689.8499755859375,118844,0.0,0.0,0.0
2025-12-24 11:20:00-05:00,689.8499755859375,689.8900146484375,689.8400268554688,689.8800048828125,103114,0.0,0.0,0.0
2025-12-24 11:21:00-05:00,689.8800048828125,689.969970703125,689.8699951171875,689.9199829101562,140422,0.0,0.0,0.0
2025-12-24 11:22:00-05:00,689.9249877929688,689.97998046875,689.9000244140625,689.9349975585938,73039,0.0,0.0,0.0
2025-12-24 11:23:00-05:00,689.938720703125,689.9564819335938,689.9099731445312,689.9299926757812,70895,0.0,0.0,0.0
2025-12-24 11:24:00-05:00,689.9199829101562,689.9650268554688,689.905029296875,689.9598999023438,130146,0.0,0.0,0.0
2025-12-24 11:25:00-05:00,689.9600219726562,689.969970703125,689.9299926757812,689.9401245117188,72638,0.0,0.0,0.0
2025-12-24 11:26:00-05:00,689.9400024414062,689.9600219726562,689.9201049804688,689.9550170898438,72024,0.0,0.0,0.0
2025-12-24 11:27:00-05:00,689.9500122070312,689.97998046875,689.9000244140625,689.905029296875,151287,0.0,0.0,0.0
2025-12-24 11:28:00-05:00,689.9000244140625,689.9550170898438,689.85009765625,689.9349975585938,87461,0.0,0.0,0.0
2025-12-24 11:29:00-05:00,689.9349975585938,689.9799194335938,689.9349975585938,689.9650268554688,56730,0.0,0.0,0.0
2025-12-24 11:30:00-05:00,689.9650268554688,689.97998046875,689.8892211914062,689.9500122070312,89315,0.0,0.0,0.0
2025-12-24 11:31:00-05:00,689.9500122070312,690.010009765625,689.9500122070312,690.0,144992,0.0,0.0,0.0
2025-12-24 11:32:00-05:00,690.010009765625,690.0549926757812,689.97998046875,690.02001953125,77849,0.0,0.0,0.0
2025-12-24 11:33:00-05:00,690.02001953125,690.1199951171875,689.9949951171875,690.0900268554688,224907,0.0,0.0,0.0
2025-12-24 11:34:00-05:00,690.0800170898438,690.1500244140625,690.0499877929688,690.1400146484375,261036,0.0,0.0,0.0
2025-12-24 11:35:00-05:00,690.1400146484375,690.2100219726562,690.1099853515625,690.1799926757812,136807,0.0,0.0,0.0
2025-12-24 11:36:00-05:00,690.1900024414062,690.2550048828125,690.1599731445312,690.239990234375,111616,0.0,0.0,0.0
2025-12-24 11:37:00-05:00,690.2412719726562,690.47998046875,690.2100219726562,690.385009765625,372401,0.0,0.0,0.0
2025-12-24 11:38:00-05:00,690.385009765625,690.4099731445312,690.3499755859375,690.4000244140625,166519,0.0,0.0,0.0
2025-12-24 11:39:00-05:00,690.3900146484375,690.4099731445312,690.27001953125,690.3300170898438,168499,0.0,0.0,0.0
2025-12-24 11:40:00-05:00,690.3350219726562,690.4199829101562,690.3200073242188,690.3400268554688,99859,0.0,0.0,0.0
2025-12-24 11:41:00-05:00,690.3350219726562,690.4199829101562,690.3300170898438,690.375,81914,0.0,0.0,0.0
2025-12-24 11:42:00-05:00,690.385009765625,690.4199829101562,690.3499755859375,690.39501953125,83942,0.0,0.0,0.0
2025-12-24 11:43:00-05:00,690.3900146484375,690.47998046875,690.3779907226562,690.4299926757812,128083,0.0,0.0,0.0
2025-12-24 11:44:00-05:00,690.4398803710938,690.47998046875,690.4000244140625,690.47998046875,168055,0.0,0.0,0.0
2025-12-24 11:45:00-05:00,690.469970703125,690.4849853515625,690.4099731445312,690.4199829101562,161268,0.0,0.0,0.0
2025-12-24 11:46:00-05:00,690.4099731445312,690.469970703125,690.39501953125,690.4500122070312,73181,0.0,0.0,0.0
2025-12-24 11:47:00-05:00,690.469970703125,690.469970703125,690.4199829101562,690.4299926757812,115088,0.0,0.0,0.0
2025-12-24 11:48:00-05:00,690.4299926757812,690.4349975585938,690.405029296875,690.4149780273438,109412,0.0,0.0,0.0
2025-12-24 11:49:00-05:00,690.4199829101562,690.4299926757812,690.3400268554688,690.3701171875,44013,0.0,0.0,0.0
2025-12-24 11:50:00-05:00,690.3800048828125,690.39501953125,690.3099975585938,690.3400268554688,110937,0.0,0.0,0.0
2025-12-24 11:51:00-05:00,690.3350219726562,690.4349975585938,690.3250122070312,690.4149780273438,76152,0.0,0.0,0.0
2025-12-24 11:52:00-05:00,690.4161987304688,690.419921875,690.3400268554688,690.3400268554688,42940,0.0,0.0,0.0
2025-12-24 11:53:00-05:00,690.3400268554688,690.3499755859375,690.25,690.25,82987,0.0,0.0,0.0
2025-12-24 11:54:00-05:00,690.260009765625,690.4099731445312,690.260009765625,690.405029296875,93981,0.0,0.0,0.0
2025-12-24 11:55:00-05:00,690.4000854492188,690.4400024414062,690.3699951171875,690.4299926757812,72142,0.0,0.0,0.0
2025-12-24 11:56:00-05:00,690.4299926757812,690.4299926757812,690.3599853515625,690.360107421875,53640,0.0,0.0,0.0
2025-12-24 11:57:00-05:00,690.3599853515625,690.3900146484375,690.3200073242188,690.3699951171875,93083,0.0,0.0,0.0
2025-12-24 11:58:00-05:00,690.3775024414062,690.4199829101562,690.375,690.3800048828125,54186,0.0,0.0,0.0
2025-12-24 11:59:00-05:00,690.3900146484375,690.4199829101562,690.3699951171875,690.3699951171875,28430,0.0,0.0,0.0
2025-12-24 12:00:00-05:00,690.3699951171875,690.4299926757812,690.3699951171875,690.4199829101562,114053,0.0,0.0,0.0
2025-12-24 12:01:00-05:00,690.4299926757812,690.469970703125,690.405029296875,690.4650268554688,123310,0.0,0.0,0.0
2025-12-24 12:02:00-05:00,690.469970703125,690.5250244140625,690.4199829101562,690.4349975585938,160061,0.0,0.0,0.0
2025-12-24 12:03:00-05:00,690.4400024414062,690.4600219726562,690.3800048828125,690.4400024414062,98650,0.0,0.0,0.0
2025-12-24 12:04:00-05:00,690.4299926757812,690.4561767578125,690.4099731445312,690.4400024414062,182637,0.0,0.0,0.0
2025-12-24 12:05:00-05:00,690.4299926757812,690.4600219726562,690.4299926757812,690.4401245117188,75095,0.0,0.0,0.0
2025-12-24 12:06:00-05:00,690.4450073242188,690.5499877929688,690.4400024414062,690.489990234375,329035,0.0,0.0,0.0
2025-12-24 12:07:00-05:00,690.489990234375,690.6099853515625,690.489990234375,690.5499877929688,876223,0.0,0.0,0.0
2025-12-24 12:08:00-05:00,690.5449829101562,690.577392578125,690.530029296875,690.5599975585938,129821,0.0,0.0,0.0
2025-12-24 12:09:00-05:00,690.5599975585938,690.5599975585938,690.510009765625,690.5449829101562,89147,0.0,0.0,0.0
2025-12-24 12:10:00-05:00,690.5499877929688,690.5800170898438,690.5219116210938,690.5599975585938,56023,0.0,0.0,0.0
2025-12-24 12:11:00-05:00,690.5549926757812,690.6199951171875,690.530029296875,690.5999145507812,108906,0.0,0.0,0.0
2025-12-24 12:12:00-05:00,690.5900268554688,690.630126953125,690.5599975585938,690.5700073242188,73681,0.0,0.0,0.0
2025-12-24 12:13:00-05:00,690.5700073242188,690.614990234375,690.510009765625,690.5999755859375,115687,0.0,0.0,0.0
2025-12-24 12:14:00-05:00,690.5999755859375,690.6400146484375,690.5800170898438,690.5900268554688,85185,0.0,0.0,0.0
2025-12-24 12:15:00-05:00,690.5800170898438,690.6400146484375,690.5650024414062,690.6099853515625,85990,0.0,0.0,0.0
2025-12-24 12:16:00-05:00,690.614990234375,690.6300048828125,690.5449829101562,690.5675048828125,70573,0.0,0.0,0.0
2025-12-24 12:17:00-05:00,690.5700073242188,690.5700073242188,690.4400024414062,690.4401245117188,137386,0.0,0.0,0.0
2025-12-24 12:18:00-05:00,690.447998046875,690.4500122070312,690.27001953125,690.3049926757812,214675,0.0,0.0,0.0
2025-12-24 12:19:00-05:00,690.3099975585938,690.3900146484375,690.2999877929688,690.3699951171875,103170,0.0,0.0,0.0
2025-12-24 12:20:00-05:00,690.3800048828125,690.47998046875,690.3800048828125,690.469970703125,112416,0.0,0.0,0.0
2025-12-24 12:21:00-05:00,690.469970703125,690.5200805664062,690.4199829101562,690.4349975585938,1166760,0.0,0.0,0.0
2025-12-24 12:22:00-05:00,690.4349975585938,690.4349975585938,690.3099975585938,690.364990234375,102981,0.0,0.0,0.0
2025-12-24 12:23:00-05:00,690.3699951171875,690.4099731445312,690.3099975585938,690.3400268554688,92776,0.0,0.0,0.0
2025-12-24 12:24:00-05:00,690.3477172851562,690.376220703125,690.2750244140625,690.2999877929688,186429,0.0,0.0,0.0
2025-12-24 12:25:00-05:00,690.2999877929688,690.3499755859375,690.27001953125,690.3300170898438,150773,0.0,0.0,0.0
2025-12-24 12:26:00-05:00,690.3250122070312,690.3699951171875,690.2999877929688,690.35498046875,94104,0.0,0.0,0.0
2025-12-24 12:27:00-05:00,690.3599853515625,690.510009765625,690.3300170898438,690.5,218297,0.0,0.0,0.0
2025-12-24 12:28:00-05:00,690.5,690.5650024414062,690.47998046875,690.5300903320312,175986,0.0,0.0,0.0
2025-12-24 12:29:00-05:00,690.5399780273438,690.5999755859375,690.52001953125,690.5349731445312,164016,0.0,0.0,0.0
2025-12-24 12:30:00-05:00,690.5349731445312,690.77001953125,690.5250244140625,690.6749877929688,248341,0.0,0.0,0.0
2025-12-24 12:31:00-05:00,690.6820068359375,690.7899780273438,690.6820068359375,690.760009765625,131262,0.0,0.0,0.0
2025-12-24 12:32:00-05:00,690.7650146484375,690.8200073242188,690.7100219726562,690.760009765625,155467,0.0,0.0,0.0
2025-12-24 12:33:00-05:00,690.760009765625,690.8300170898438,690.760009765625,690.7899780273438,142298,0.0,0.0,0.0
2025-12-24 12:34:00-05:00,690.7949829101562,690.7999877929688,690.7100219726562,690.739990234375,161957,0.0,0.0,0.0
2025-12-24 12:35:00-05:00,690.7349853515625,690.77001953125,690.6950073242188,690.72998046875,110163,0.0,0.0,0.0
2025-12-24 12:36:00-05:00,690.7249755859375,690.7999877929688,690.7050170898438,690.780029296875,151576,0.0,0.0,0.0
2025-12-24 12:37:00-05:00,690.780029296875,690.8062133789062,690.7000122070312,690.7061767578125,138429,0.0,0.0,0.0
2025-12-24 12:38:00-05:00,690.7098999023438,690.7249755859375,690.6599731445312,690.6599731445312,90053,0.0,0.0,0.0
2025-12-24 12:39:00-05:00,690.6649780273438,690.6701049804688,690.5599975585938,690.594970703125,117941,0.0,0.0,0.0
2025-12-24 12:40:00-05:00,690.5900268554688,690.6950073242188,690.5700073242188,690.6500244140625,154781,0.0,0.0,0.0
2025-12-24 12:41:00-05:00,690.6500244140625,690.6599731445312,690.4650268554688,690.5,178472,0.0,0.0,0.0
2025-12-24 12:42:00-05:00,690.4949951171875,690.5599975585938,690.3900146484375,690.469970703125,166551,0.0,0.0,0.0
2025-12-24 12:43:00-05:00,690.4749755859375,690.5050048828125,690.364990234375,690.39990234375,252088,0.0,0.0,0.0
2025-12-24 12:44:00-05:00,690.4000244140625,690.4099731445312,690.3300170898438,690.3499755859375,151699,0.0,0.0,0.0
2025-12-24 12:45:00-05:00,690.3599853515625,690.4749755859375,690.344970703125,690.4550170898438,209762,0.0,0.0,0.0
2025-12-26 09:30:00-05:00,690.6400146484375,690.969970703125,690.3900146484375,690.3900146484375,1112996,0.0,0.0,0.0
2025-12-26 09:31:00-05:00,690.4000244140625,690.5999755859375,690.27001953125,690.4299926757812,352444,0.0,0.0,0.0
2025-12-26 09:32:00-05:00,690.4400024414062,690.739990234375,690.4000244140625,690.7299194335938,274951,0.0,0.0,0.0
2025-12-26 09:33:00-05:00,690.7050170898438,691.0549926757812,690.52001953125,691.0451049804688,166769,0.0,0.0,0.0
2025-12-26 09:34:00-05:00,691.0399780273438,691.0900268554688,690.9400024414062,690.9450073242188,150853,0.0,0.0,0.0
2025-12-26 09:35:00-05:00,690.9500122070312,691.25,690.8400268554688,691.2349853515625,216049,0.0,0.0,0.0
2025-12-26 09:36:00-05:00,691.239990234375,691.3499755859375,691.1099853515625,691.3200073242188,234543,0.0,0.0,0.0
2025-12-26 09:37:00-05:00,691.3099975585938,691.3099975585938,690.9400024414062,691.0504760742188,148384,0.0,0.0,0.0
2025-12-26 09:38:00-05:00,691.0700073242188,691.2899780273438,691.0700073242188,691.239990234375,171705,0.0,0.0,0.0
2025-12-26 09:39:00-05:00,691.260009765625,691.3800048828125,691.260009765625,691.3200073242188,128608,0.0,0.0,0.0
2025-12-26 09:40:00-05:00,691.3300170898438,691.4400024414062,691.2999877929688,691.2999877929688,150019,0.0,0.0,0.0
2025-12-26 09:41:00-05:00,691.280029296875,691.5549926757812,691.2650146484375,691.4099731445312,174936,0.0,0.0,0.0
2025-12-26 09:42:00-05:00,691.4000244140625,691.489990234375,691.3699951171875,691.4099731445312,157883,0.0,0.0,0.0
2025-12-26 09:43:00-05:00,691.4099731445312,691.4099731445312,691.2294921875,691.4099731445312,151307,0.0,0.0,0.0
2025-12-26 09:44:00-05:00,691.4099731445312,691.5700073242188,691.3599853515625,691.5499877929688,153882,0.0,0.0,0.0
2025-12-26 09:45:00-05:00,691.5499877929688,691.5999145507812,691.469970703125,691.5599975585938,165798,0.0,0.0,0.0
2025-12-26 09:46:00-05:00,691.565185546875,691.6599731445312,691.39501953125,691.469970703125,166949,0.0,0.0,0.0
2025-12-26 09:47:00-05:00,691.4500122070312,691.5800170898438,691.3699951171875,691.4600219726562,214771,0.0,0.0,0.0
2025-12-26 09:48:00-05:00,691.4600219726562,691.5900268554688,691.3300170898438,691.364990234375,78833,0.0,0.0,0.0
2025-12-26 09:49:00-05:00,691.364990234375,691.3699951171875,691.1599731445312,691.22998046875,146976,0.0,0.0,0.0
2025-12-26 09:50:00-05:00,691.25,691.260009765625,690.8400268554688,690.85498046875,217818,0.0,0.0,0.0
2025-12-26 09:51:00-05:00,690.8599853515625,690.9199829101562,690.4550170898438,690.64501953125,265509,0.0,0.0,0.0
2025-12-26 09:52:00-05:00,690.6400146484375,691.02001953125,690.5800170898438,691.010009765625,242425,0.0,0.0,0.0
2025-12-26 09:53:00-05:00,691.0,691.1799926757812,690.9299926757812,691.0399780273438,157822,0.0,0.0,0.0
2025-12-26 09:54:00-05:00,691.0399780273438,691.1099853515625,690.8001098632812,690.8150024414062,162737,0.0,0.0,0.0
2025-12-26 09:55:00-05:00,690.8200073242188,690.9600219726562,690.7899780273438,690.8499755859375,101180,0.0,0.0,0.0
2025-12-26 09:56:00-05:00,690.8300170898438,691.0,690.6900024414062,690.72998046875,103476,0.0,0.0,0.0
